codigo;nome_cliente;telefones;loja;data_cadastro;data_aniversario;data_nascimento;ativo
10715;JESSICA FERREIRA RIBEIRO;62921881259;08 - Riacho Outlet;23/11/2018;09/07;09/07/1973;sim
10716;LORENA SILVA LIMA;11934891548;02 - Vale Verde Brands;10/12/2020;27/01;27/01/2004;sim
10717;ISABELA NASCIMENTO NASCIMENTO;62922692752;01 - Aurora Prime;26/10/2026;17/06;;nao
10718;JOSE NASCIMENTO GOMES;71990599157;09 - Capital Distrito;28/03/2018;02/11;02/11/1968;sim
10719;ALINE PEREIRA CARVALHO;31939409083;05 - Porto Sereno Praia;08/07/2018;10/03;10/03/1968;sim
10720;FELIPE TEIXEIRA NASCIMENTO;47939925915;10 - Marina Brands;28/12/2018;;;sim
10721;LORENA GOMES CAMPOS;11924302005;13 - Rio Claro Distrito;19/11/2026;12/03;;sim
10722;JULIA MELO SILVA;21935817852;15 - Metrô Outlet;06/02/2020;01/05;01/05/1962;sim
10723;LORENA CORREIA BARBOSA;41958517521;06 - Campo Belo Centro;27/09/2024;16/03;;sim
10724;LARISSA NASCIMENTO GOMES;11948481774;12 - Bairro Alto Prime;07/10/2019;26/09;26/09/1997;sim
10725;GABRIEL CORREIA CASTRO;21985437392;13 - Rio Claro Distrito;24/04/2021;28/06;28/06/1986;sim
10726;CAMILA CARDOSO ALMEIDA;61940278589;05 - Porto Sereno Praia;13/12/2023;;;nao
10727;RAFAEL RODRIGUES PEREIRA;41967556252;02 - Vale Verde Brands;17/02/2026;;;nao
10728;LORENA SOUZA CARVALHO;47936604716;13 - Rio Claro Distrito;22/02/2020;11/11;;nao
10729;JESSICA SILVA ROCHA;81987744228;13 - Rio Claro Distrito;03/04/2026;12/10;12/10/1974;nao
10730;CAROLINE SOUZA CAMPOS;62921300376;08 - Riacho Outlet;13/11/2021;27/07;;sim
10731;PATRICIA FERREIRA CARVALHO;11987086930;12 - Bairro Alto Prime;17/05/2022;;;sim
10732;HELENA BARBOSA CARDOSO;31921288717;14 - Baixada Outlet;10/05/2026;08/09;;sim
10733;CARLOS CORREIA ALMEIDA;51942058240;11 - Cascata Distrito;03/02/2019;22/05;;sim
10734;HELENA CASTRO CARVALHO;31981322713;04 - Porto Leste Aux;20/09/2022;07/08;07/08/1979;nao
10735;LUCAS ALMEIDA BARBOSA;71922636418 / 41982703850;04 - Porto Leste Aux;04/10/2025;13/08;;sim
10736;JOSE ALVES ROCHA;41961806093;14 - Baixada Outlet;03/06/2025;21/04;21/04/1971;sim
10737;CAROLINE SOUZA SILVA;62991897913 / 21960350455;11 - Cascata Distrito;07/11/2022;24/04;;sim
10738;GABRIEL ALMEIDA DIAS;47962931597 / 21949461903;10 - Marina Brands;22/12/2018;02/11;02/11/1983;nao
10739;BEATRIZ NASCIMENTO CASTRO;31982439991;14 - Baixada Outlet;21/06/2022;25/08;25/08/1963;sim
10740;LORENA CARDOSO MARTINS;81964142375;06 - Campo Belo Centro;06/01/2020;05/05;05/05/1958;sim
10741;CARLOS CORREIA ALMEIDA;21999269894;01 - Aurora Prime;16/07/2018;;;nao
10742;CARLOS SILVA RODRIGUES;11963412121;08 - Riacho Outlet;10/01/2020;08/04;08/04/1986;sim
10743;PEDRO TEIXEIRA RIBEIRO;62957196045;05 - Porto Sereno Praia;23/01/2025;;;sim
10744;DIEGO MELO DIAS;47994975775;14 - Baixada Outlet;27/12/2025;19/12;19/12/2006;sim
10745;BRUNA SILVA FERREIRA;71918924868;08 - Riacho Outlet;25/01/2019;25/03;25/03/1998;sim
10746;LETICIA SILVA FERREIRA;71973105875;02 - Vale Verde Brands;26/06/2023;11/02;;sim
10747;SOFIA ALVES LIMA;61964962245;05 - Porto Sereno Praia;12/06/2019;;;sim
10748;JULIA SOUZA ROCHA;41949068265;09 - Capital Distrito;20/05/2019;;;sim
10749;BEATRIZ CAMPOS LIMA;41963600881;07 - Serra Alta Porto;28/09/2019;;;sim
10750;CAROLINE OLIVEIRA DIAS;85937120172;14 - Baixada Outlet;07/09/2023;10/03;;nao
10751;SOFIA ARAUJO SILVA;81922437502;01 - Aurora Prime;15/06/2018;18/04;;sim
10752;RAFAEL MARTINS MARTINS;41939411040;11 - Cascata Distrito;16/09/2021;12/05;;sim
10753;FELIPE SOUZA ARAUJO;62922486511;11 - Cascata Distrito;02/07/2020;;;nao
10754;JULIA FERREIRA DIAS;11993569015;05 - Porto Sereno Praia;01/12/2020;27/06;;sim
10755;BRUNA FERREIRA PEREIRA;11939034223;06 - Campo Belo Centro;01/05/2020;17/05;17/05/1962;sim
10756;PAULO CAMPOS NASCIMENTO;21957442267;15 - Metrô Outlet;10/01/2024;02/03;;sim
10757;JULIA DIAS BARBOSA;48979534094;06 - Campo Belo Centro;02/05/2022;;;sim
10758;DANIELA MELO NASCIMENTO;48942159105;05 - Porto Sereno Praia;05/03/2026;04/07;;sim
10759;LUCAS TEIXEIRA SOUZA;85954390545;13 - Rio Claro Distrito;15/10/2021;04/09;;sim
10760;JOAO CARDOSO CARVALHO;61928270680;11 - Cascata Distrito;19/07/2019;27/08;;sim
10761;MARIA LIMA LIMA;47915059334;06 - Campo Belo Centro;12/12/2022;23/12;;nao
10762;SOFIA ROCHA LIMA;81930130983;09 - Capital Distrito;09/10/2019;;;nao
10763;MATEUS SOUZA CARVALHO;81926439800;09 - Capital Distrito;09/01/2026;09/08;09/08/2005;sim
10764;DIEGO CORREIA TEIXEIRA;47951961773;15 - Metrô Outlet;25/01/2026;;;sim
10765;CARLOS MARTINS ARAUJO;47985375528;15 - Metrô Outlet;21/05/2021;;;sim
10766;BEATRIZ MELO CARVALHO;11991331331;14 - Baixada Outlet;18/11/2019;16/11;16/11/1992;sim
10767;GABRIEL GOMES ROCHA;51956779309;12 - Bairro Alto Prime;16/01/2019;01/02;01/02/1985;sim
10768;DIEGO ALVES PEREIRA;11990874147;07 - Serra Alta Porto;13/12/2019;;;sim
10769;VINICIUS CASTRO GOMES;47950364867;05 - Porto Sereno Praia;18/07/2019;03/04;03/04/2000;sim
10770;HELENA MELO ARAUJO;51985232871;03 - Monte Azul Brands;13/04/2023;22/08;22/08/1963;sim
10771;BEATRIZ DIAS SILVA;61952608655;14 - Baixada Outlet;15/02/2018;01/05;;sim
10772;BEATRIZ GOMES FERREIRA;41945712335;12 - Bairro Alto Prime;13/06/2024;13/10;13/10/1979;sim
10773;GABRIEL FERREIRA ARAUJO;81957085740;07 - Serra Alta Porto;28/09/2022;03/11;;sim
10774;CARLOS FERREIRA CAMPOS;71973973535;07 - Serra Alta Porto;07/07/2018;11/09;11/09/1978;sim
10775;ROBERTA NASCIMENTO ARAUJO;47991130146;13 - Rio Claro Distrito;06/01/2021;03/05;;sim
10776;JOSE NASCIMENTO DIAS;31957010689;13 - Rio Claro Distrito;20/09/2026;08/06;08/06/1956;sim
10777;PEDRO RODRIGUES ALVES;47919486603;08 - Riacho Outlet;11/12/2021;27/08;;sim
10778;LARISSA BARBOSA ALVES;61996299418;13 - Rio Claro Distrito;01/11/2026;;;nao
10779;JOAO CORREIA FERREIRA;81973498244;13 - Rio Claro Distrito;23/03/2023;13/04;13/04/1978;sim
10780;FERNANDA ARAUJO SILVA;62964144363;12 - Bairro Alto Prime;19/04/2024;;;sim
10781;LETICIA SOUZA RODRIGUES;61973028727;03 - Monte Azul Brands;25/11/2020;13/03;13/03/1990;sim
10782;HELENA GOMES ALVES;11958989823;07 - Serra Alta Porto;11/09/2026;;;sim
10783;JOSE BARBOSA NASCIMENTO;62973713119;02 - Vale Verde Brands;20/08/2020;26/04;;sim
10784;VINICIUS ALMEIDA GOMES;81963767841;02 - Vale Verde Brands;10/03/2020;;;sim
10785;JOSE SOUZA GOMES;11986717169;10 - Marina Brands;14/10/2025;02/05;02/05/1989;sim
10786;CARLOS CARVALHO CAMPOS;85956314196 / 41949458764;04 - Porto Leste Aux;15/09/2019;10/06;10/06/1980;sim
10787;LORENA LIMA RIBEIRO;71931164212;02 - Vale Verde Brands;10/06/2024;24/10;;sim
10788;JESSICA ARAUJO CARDOSO;62979853995;12 - Bairro Alto Prime;28/04/2026;17/10;17/10/1992;sim
10789;CAMILA ARAUJO TEIXEIRA;71955963371;11 - Cascata Distrito;28/08/2018;10/05;10/05/1988;nao
10790;RAFAEL PEREIRA CASTRO;51961268114;07 - Serra Alta Porto;21/12/2024;22/01;;sim
10791;LARISSA LIMA ALMEIDA;48933472799;15 - Metrô Outlet;23/06/2022;03/10;;nao
10792;PAULO CARVALHO FERREIRA;;48997789906;09/09/2019;;;sim
10793;RAFAEL MARTINS PEREIRA;51956508784;07 - Serra Alta Porto;02/09/2025;20/07;20/07/1955;sim
10794;LUCAS FERREIRA SILVA;41941883300;02 - Vale Verde Brands;10/04/2023;;;sim
10795;VINICIUS DIAS CORREIA;62993060977;03 - Monte Azul Brands;05/02/2026;10/04;;nao
10796;DANIELA SANTOS SOUZA;61918999123;05 - Porto Sereno Praia;09/10/2020;01/10;01/10/2006;nao
10797;FERNANDA CARDOSO CORREIA;41966866179;12 - Bairro Alto Prime;04/06/2022;10/12;10/12/1997;sim
10798;BEATRIZ RIBEIRO ALMEIDA;61965157647;03 - Monte Azul Brands;10/02/2026;27/03;27/03/1968;sim
10799;THIAGO SILVA ROCHA;71959489643;04 - Porto Leste Aux;15/12/2020;21/10;21/10/1955;sim
10800;GUSTAVO CORREIA ALMEIDA;41944458460;08 - Riacho Outlet;07/07/2021;;;nao
10801;PEDRO LIMA RIBEIRO;47981624159;06 - Campo Belo Centro;09/01/2024;02/08;;nao
10802;LARISSA RIBEIRO LIMA;61946073436;13 - Rio Claro Distrito;05/07/2025;22/04;22/04/1980;sim
10803;GABRIEL GOMES ALVES;61989676067;12 - Bairro Alto Prime;20/04/2026;04/04;;nao
10804;GABRIEL MELO FERREIRA;81936935272;15 - Metrô Outlet;25/02/2022;24/01;24/01/1969;sim
10805;RODRIGO ROCHA TEIXEIRA;85972726008;02 - Vale Verde Brands;25/03/2021;20/09;20/09/1982;nao
10806;GABRIEL PEREIRA CORREIA;21999784828;13 - Rio Claro Distrito;05/06/2022;12/01;;sim
10807;DANIELA ARAUJO ROCHA;21997742655;13 - Rio Claro Distrito;21/06/2019;;;sim
10808;LETICIA FERREIRA CASTRO;62956511544;08 - Riacho Outlet;14/12/2019;15/02;;sim
10809;VINICIUS TEIXEIRA RIBEIRO;47937746060;03 - Monte Azul Brands;27/08/2020;;;sim
10810;JESSICA ROCHA LIMA;48963701860;03 - Monte Azul Brands;27/09/2026;;;sim
10811;JESSICA RIBEIRO SILVA;41913178535;10 - Marina Brands;02/07/2022;25/08;25/08/2005;sim
10812;MATEUS PEREIRA ARAUJO;47963746633;05 - Porto Sereno Praia;20/03/2022;07/05;;sim
10813;CARLOS CARVALHO CAMPOS;48968055066;14 - Baixada Outlet;01/08/2021;06/03;06/03/2003;sim
10814;LETICIA ALVES TEIXEIRA;51987459681;01 - Aurora Prime;09/07/2019;16/03;16/03/1969;sim
10815;MARCOS CAMPOS TEIXEIRA;62929112887;12 - Bairro Alto Prime;25/05/2023;10/12;10/12/1970;sim
10816;ALINE OLIVEIRA CAMPOS;48914852253;04 - Porto Leste Aux;27/10/2021;16/08;;sim
10817;GABRIEL CORREIA CASTRO;85982648553;14 - Baixada Outlet;21/10/2018;20/10;;sim
10818;CARLOS NASCIMENTO CARDOSO;62957064031;05 - Porto Sereno Praia;04/09/2024;;;sim
10819;JOAO CARVALHO ALMEIDA;48944570422;01 - Aurora Prime;13/12/2026;23/02;;sim
10820;GABRIEL RIBEIRO CARDOSO;48996881955 / 61968808661;09 - Capital Distrito;07/07/2026;27/03;27/03/1966;sim
10821;BRUNA DIAS CORREIA;61998069707;12 - Bairro Alto Prime;03/08/2021;;;sim
10822;ANA ARAUJO NASCIMENTO;71915715581;03 - Monte Azul Brands;17/12/2024;10/10;10/10/1964;sim
10823;THIAGO CARVALHO SOUZA;21991420772;10 - Marina Brands;27/09/2026;;;sim
10824;PEDRO GOMES ALMEIDA;71933600096;14 - Baixada Outlet;09/01/2020;;;sim
10825;RAFAEL MELO ALVES;51950584985;02 - Vale Verde Brands;25/11/2018;22/06;22/06/1985;sim
10826;THIAGO NASCIMENTO LIMA;11987158863;03 - Monte Azul Brands;23/12/2024;04/07;04/07/1955;nao
10827;CARLOS FERREIRA DIAS;47943750752;10 - Marina Brands;22/10/2025;07/07;07/07/1979;sim
10828;AMANDA OLIVEIRA CAMPOS;48915031030;09 - Capital Distrito;21/06/2021;18/12;;sim
10829;PEDRO LIMA FERREIRA;85941972077;14 - Baixada Outlet;08/03/2019;;;sim
10830;LORENA MARTINS SANTOS;11950380219;14 - Baixada Outlet;28/07/2020;26/01;26/01/1976;sim
10831;LARISSA GOMES TEIXEIRA;11965194347;06 - Campo Belo Centro;26/12/2018;13/07;13/07/1969;sim
10832;THIAGO CASTRO ALVES;51955982524;06 - Campo Belo Centro;09/09/2026;;;sim
10833;LUCAS CASTRO FERREIRA;11958562099;02 - Vale Verde Brands;17/06/2026;17/03;17/03/1991;sim
10834;GABRIEL CAMPOS SANTOS;41978811978;13 - Rio Claro Distrito;07/11/2020;13/05;13/05/2000;sim
10835;THIAGO BARBOSA TEIXEIRA;;62981532482;12/10/2025;03/09;03/09/1966;nao
10836;SOFIA MARTINS CAMPOS;85922092289 / 41997456149;09 - Capital Distrito;06/11/2025;20/08;20/08/1972;sim
10837;CAMILA MARTINS CORREIA;21987612335;08 - Riacho Outlet;03/08/2018;24/03;;nao
10838;RAFAEL CORREIA PEREIRA;71946795424;10 - Marina Brands;17/11/2026;;;sim
10839;ALINE SANTOS PEREIRA;61974957434;07 - Serra Alta Porto;24/01/2025;15/01;15/01/1996;sim
10840;MARIA TEIXEIRA CORREIA;51943716288;07 - Serra Alta Porto;17/02/2021;22/06;22/06/1984;sim
10841;DIEGO SILVA CORREIA;61971363828 / 71957723592;01 - Aurora Prime;04/11/2022;21/03;21/03/1975;sim
10842;AMANDA NASCIMENTO ALVES;47953703040;08 - Riacho Outlet;13/10/2026;;;sim
10843;LARISSA SANTOS OLIVEIRA;11910313486;06 - Campo Belo Centro;12/12/2019;17/02;;sim
10844;THIAGO ARAUJO GOMES;71971408556;04 - Porto Leste Aux;07/03/2019;17/12;17/12/2000;sim
10845;ANA RODRIGUES CORREIA;61919556673;01 - Aurora Prime;15/11/2022;13/06;13/06/1993;sim
10846;CARLOS CASTRO ROCHA;62948751640;05 - Porto Sereno Praia;09/09/2020;23/05;23/05/1984;sim
10847;THIAGO ARAUJO CORREIA;21920958045;15 - Metrô Outlet;14/04/2020;06/01;06/01/1955;nao
10848;MARIA CASTRO FERREIRA;48986253303;11 - Cascata Distrito;23/02/2023;07/11;07/11/1967;sim
10849;CAMILA CORREIA OLIVEIRA;31983148067;02 - Vale Verde Brands;05/01/2026;08/06;;sim
10850;MARIA RODRIGUES RIBEIRO;62987860518;12 - Bairro Alto Prime;27/02/2022;;;sim
10851;PAULO CARDOSO RODRIGUES;41944685836;03 - Monte Azul Brands;22/02/2021;;;nao
10852;LORENA CARVALHO NASCIMENTO;21942663157;06 - Campo Belo Centro;13/12/2018;24/07;24/07/1977;sim
10853;JOSE SANTOS ARAUJO;21986011225;09 - Capital Distrito;22/01/2025;;;sim
10854;LORENA MARTINS SANTOS;41952651209;08 - Riacho Outlet;14/06/2018;16/12;;sim
10855;BEATRIZ SANTOS RODRIGUES;31962707901;14 - Baixada Outlet;01/06/2022;;;sim
10856;BEATRIZ RIBEIRO LIMA;31980805795;10 - Marina Brands;02/12/2026;;;sim
10857;LARISSA PEREIRA FERREIRA;71922668665;06 - Campo Belo Centro;07/05/2020;22/09;22/09/1969;nao
10858;ROBERTA RODRIGUES CARVALHO;71960147057;01 - Aurora Prime;08/11/2022;01/05;01/05/1982;sim
10859;THIAGO GOMES FERREIRA;61918867366;07 - Serra Alta Porto;11/10/2023;19/05;;sim
10860;BRUNA MARTINS LIMA;41922071994;07 - Serra Alta Porto;08/01/2019;24/09;24/09/1982;sim
10861;LARISSA DIAS ARAUJO;21961181829;13 - Rio Claro Distrito;06/05/2022;16/05;16/05/1991;sim
10862;FERNANDA NASCIMENTO TEIXEIRA;48926259019;06 - Campo Belo Centro;20/10/2023;24/01;24/01/1999;sim
10863;CAROLINE LIMA ALMEIDA;48996004342;02 - Vale Verde Brands;28/07/2026;;;sim
10864;LORENA MELO MELO;62992996710;06 - Campo Belo Centro;20/01/2025;04/12;04/12/1993;sim
10865;JULIA TEIXEIRA RODRIGUES;62970194451;03 - Monte Azul Brands;08/05/2023;10/03;;nao
10866;GABRIEL CORREIA FERREIRA;31991512098;06 - Campo Belo Centro;02/05/2023;28/02;28/02/1983;nao
10867;ROBERTA CASTRO CARVALHO;71991904391 / 71954315560;05 - Porto Sereno Praia;02/10/2023;;;nao
10868;PEDRO ALVES SANTOS;31954340279;07 - Serra Alta Porto;01/09/2020;;;sim
10869;ROBERTA DIAS ROCHA;62921599344;11 - Cascata Distrito;09/05/2022;;;sim
10870;ISABELA CORREIA CARVALHO;85982066303;15 - Metrô Outlet;08/05/2021;28/10;28/10/1957;sim
10871;VITORIA MELO OLIVEIRA;11961919060;09 - Capital Distrito;11/10/2018;04/06;04/06/1991;sim
10872;BEATRIZ LIMA SILVA;85971987962;14 - Baixada Outlet;17/07/2025;;;sim
10873;LUCAS ARAUJO SANTOS;47946630207;03 - Monte Azul Brands;15/03/2023;04/02;04/02/1970;nao
10874;SOFIA ALMEIDA CAMPOS;51967456297;06 - Campo Belo Centro;08/10/2019;02/04;02/04/1979;sim
10875;MARCOS TEIXEIRA PEREIRA;62920028763 / 71981099434;13 - Rio Claro Distrito;07/07/2021;23/02;23/02/1996;sim
10876;ANA MARTINS RODRIGUES;85944914497;10 - Marina Brands;09/06/2025;;;sim
10877;PATRICIA GOMES MARTINS;31996896432;10 - Marina Brands;27/04/2023;;;sim
10878;LORENA LIMA RIBEIRO;51978414823;08 - Riacho Outlet;04/09/2019;;;nao
10879;PATRICIA CORREIA MELO;51943840251;09 - Capital Distrito;06/03/2021;;;nao
10880;AMANDA GOMES ROCHA;11912616891;15 - Metrô Outlet;02/02/2025;;;sim
10881;JESSICA ALMEIDA SANTOS;48912469433;02 - Vale Verde Brands;22/09/2020;15/06;15/06/1970;sim
10882;CAROLINE ALMEIDA OLIVEIRA;85956908466;08 - Riacho Outlet;27/06/2022;;;sim
10883;RODRIGO CARVALHO NASCIMENTO;85959839733;10 - Marina Brands;09/11/2021;03/08;;sim
10884;JOAO PEREIRA MELO;21961872310;12 - Bairro Alto Prime;23/09/2020;13/06;13/06/2000;sim
10885;BRUNA CAMPOS CAMPOS;71925921187;03 - Monte Azul Brands;21/10/2026;09/02;09/02/2002;sim
10886;RAFAEL RODRIGUES ARAUJO;61954685484;14 - Baixada Outlet;28/05/2022;;;sim
10887;MARIA ALVES TEIXEIRA;81921396587;07 - Serra Alta Porto;02/01/2019;24/06;;sim
10888;PATRICIA ROCHA FERREIRA;41923450829;11 - Cascata Distrito;22/07/2018;14/06;14/06/1975;sim
10889;JESSICA ARAUJO ALMEIDA;71950338902;02 - Vale Verde Brands;14/08/2026;;;sim
10890;FERNANDA CORREIA RIBEIRO;48980590202;01 - Aurora Prime;27/01/2022;;;sim
10891;THIAGO CORREIA ARAUJO;61946146486;08 - Riacho Outlet;15/05/2025;16/12;16/12/1978;sim
10892;ROBERTA FERREIRA ROCHA;62958449947;01 - Aurora Prime;20/01/2025;15/11;;sim
10893;LUCAS TEIXEIRA CAMPOS;81992946792;01 - Aurora Prime;04/12/2021;27/07;27/07/1967;sim
10894;PAULO CARDOSO DIAS;51973382440;11 - Cascata Distrito;28/07/2026;23/01;23/01/1991;sim
10895;RAFAEL SANTOS BARBOSA;41948497785;04 - Porto Leste Aux;09/06/2022;06/01;06/01/1969;sim
10896;ALINE PEREIRA CARDOSO;21985284748;13 - Rio Claro Distrito;24/05/2023;05/11;05/11/2000;nao
10897;VITORIA SILVA MELO;85924947164;10 - Marina Brands;20/08/2026;01/11;01/11/1997;sim
10898;PEDRO BARBOSA CAMPOS;62973916317;05 - Porto Sereno Praia;14/05/2021;;;sim
10899;MARCOS DIAS SANTOS;71917776985;02 - Vale Verde Brands;06/07/2021;;;sim
10900;FERNANDA LIMA SANTOS;61978087018;02 - Vale Verde Brands;19/02/2020;;;nao
10901;JOAO SILVA BARBOSA;62935331677;04 - Porto Leste Aux;14/03/2019;23/03;23/03/1990;sim
10902;MATEUS MARTINS TEIXEIRA;48937919070;07 - Serra Alta Porto;20/03/2020;;;sim
10903;DANIELA ALVES LIMA;61974860538;02 - Vale Verde Brands;06/07/2025;26/05;26/05/1958;nao
10904;RAFAEL BARBOSA ALVES;11970332496;03 - Monte Azul Brands;22/06/2026;;;sim
10905;ALINE SANTOS MARTINS;71938203165;10 - Marina Brands;10/04/2025;11/06;;sim
10906;HELENA LIMA TEIXEIRA;48947851375;02 - Vale Verde Brands;15/05/2023;09/07;09/07/1972;nao
10907;JESSICA OLIVEIRA TEIXEIRA;61920976077;10 - Marina Brands;26/06/2020;;;sim
10908;RODRIGO NASCIMENTO OLIVEIRA;47958949710;12 - Bairro Alto Prime;09/01/2019;22/11;22/11/1981;sim
10909;LETICIA CARDOSO SOUZA;47988101188;10 - Marina Brands;23/09/2025;06/03;;nao
10910;LUCAS SANTOS DIAS;21993743769;01 - Aurora Prime;07/01/2022;07/02;07/02/1996;sim
10911;BRUNA ALVES SILVA;21992688029;12 - Bairro Alto Prime;03/06/2020;07/08;;sim
10912;JULIA DIAS CASTRO;81941256257;07 - Serra Alta Porto;03/10/2018;;;sim
10913;JESSICA ARAUJO CORREIA;21966485850;07 - Serra Alta Porto;17/01/2026;03/09;03/09/1993;sim
10914;JOAO PEREIRA CASTRO;62953650879;09 - Capital Distrito;25/11/2022;16/11;16/11/1994;nao
10915;PATRICIA CAMPOS RODRIGUES;85925390654;15 - Metrô Outlet;04/06/2025;02/06;02/06/1977;nao
10916;LORENA MARTINS MARTINS;41982274151;05 - Porto Sereno Praia;11/10/2022;22/12;22/12/1996;sim
10917;PEDRO PEREIRA RODRIGUES;31976424951;06 - Campo Belo Centro;05/03/2022;;;sim
10918;BEATRIZ ALMEIDA SOUZA;81990833385 / 61982755464;14 - Baixada Outlet;13/06/2019;25/03;25/03/1987;sim
10919;VITORIA SANTOS ALMEIDA;71916915758;11 - Cascata Distrito;05/11/2018;03/10;03/10/1955;sim
10920;GABRIEL RODRIGUES LIMA;48975252443;12 - Bairro Alto Prime;06/06/2024;26/10;26/10/1997;sim
10921;PATRICIA ALVES ARAUJO;71916275560;12 - Bairro Alto Prime;19/07/2023;09/01;09/01/2006;sim
10922;JOAO BARBOSA NASCIMENTO;71987901576 / 51923151689;06 - Campo Belo Centro;01/01/2026;03/04;03/04/1990;sim
10923;BRUNA RIBEIRO GOMES;81943781044;07 - Serra Alta Porto;16/05/2023;;;sim
10924;ROBERTA OLIVEIRA GOMES;85912453195;03 - Monte Azul Brands;16/02/2018;;;nao
10925;FELIPE SANTOS SANTOS;85918808935;10 - Marina Brands;13/05/2018;10/05;10/05/1964;sim
10926;JULIA OLIVEIRA MELO;21939489307;01 - Aurora Prime;26/08/2020;05/01;05/01/1961;nao
10927;GABRIEL GOMES SILVA;48962510327;01 - Aurora Prime;22/03/2026;;;nao
10928;GUSTAVO GOMES CORREIA;81998229595;08 - Riacho Outlet;07/03/2024;14/04;14/04/1986;sim
10929;LORENA RIBEIRO NASCIMENTO;11967368285;13 - Rio Claro Distrito;28/12/2023;19/04;;sim
10930;JOSE LIMA CARDOSO;51927681405;11 - Cascata Distrito;23/09/2023;04/05;04/05/1978;nao
10931;SOFIA ALMEIDA RODRIGUES;61946441060;02 - Vale Verde Brands;23/09/2022;03/12;03/12/1966;sim
10932;SOFIA NASCIMENTO PEREIRA;51994010483;07 - Serra Alta Porto;08/03/2019;23/11;;sim
10933;GUSTAVO CORREIA CAMPOS;41974765757 / 62992538502;05 - Porto Sereno Praia;08/01/2021;04/08;04/08/2001;sim
10934;GUSTAVO GOMES LIMA;31911481315;08 - Riacho Outlet;25/05/2018;03/12;03/12/1984;sim
10935;AMANDA CORREIA ARAUJO;51923137197;11 - Cascata Distrito;16/07/2023;05/08;;sim
10936;LUCAS FERREIRA CORREIA;62949896390;09 - Capital Distrito;13/12/2021;20/10;;sim
10937;ROBERTA CORREIA ALMEIDA;85953462373;04 - Porto Leste Aux;03/12/2021;;;nao
10938;MARCOS CASTRO SANTOS;85974305440;03 - Monte Azul Brands;07/12/2019;26/11;26/11/2001;sim
10939;BEATRIZ LIMA LIMA;41937513556;04 - Porto Leste Aux;18/02/2020;;;sim
10940;MATEUS ROCHA RODRIGUES;51979785078;13 - Rio Claro Distrito;18/04/2019;15/04;;sim
10941;LETICIA MARTINS ALVES;11976631814;01 - Aurora Prime;05/08/2022;10/07;10/07/1994;nao
10942;CARLOS MARTINS TEIXEIRA;41991717273;06 - Campo Belo Centro;03/11/2020;;;sim
10943;JULIA ARAUJO RIBEIRO;51968402260;10 - Marina Brands;23/07/2023;19/11;;sim
10944;ROBERTA PEREIRA OLIVEIRA;31947671280;09 - Capital Distrito;16/03/2025;25/07;;sim
10945;MARIA DIAS CARDOSO;47969380334;02 - Vale Verde Brands;10/11/2024;03/03;;nao
10946;ISABELA LIMA SOUZA;62956241724;13 - Rio Claro Distrito;15/10/2019;04/10;04/10/1994;nao
10947;GUSTAVO SANTOS ARAUJO;11957590169;05 - Porto Sereno Praia;13/04/2025;09/03;;sim
10948;ANA CORREIA DIAS;85967832830;02 - Vale Verde Brands;14/01/2022;01/07;;nao
10949;GABRIEL GOMES ALVES;51976476122;01 - Aurora Prime;26/04/2025;21/04;21/04/1991;sim
10950;GABRIEL MELO PEREIRA;41921318864;02 - Vale Verde Brands;18/10/2024;06/07;06/07/1990;sim
10951;LETICIA SANTOS CAMPOS;81985299679;03 - Monte Azul Brands;19/11/2018;19/05;;sim
10952;SOFIA MARTINS ALMEIDA;61975330283;11 - Cascata Distrito;27/04/2024;;;sim
10953;FELIPE CASTRO CASTRO;31955898102;06 - Campo Belo Centro;13/04/2021;21/10;21/10/1959;sim
10954;PEDRO SILVA ROCHA;21935855471;02 - Vale Verde Brands;01/01/2018;18/03;18/03/1955;nao
10955;RAFAEL ROCHA GOMES;11958394913;02 - Vale Verde Brands;15/04/2023;15/01;15/01/1989;sim
10956;PATRICIA GOMES MARTINS;47983403794;09 - Capital Distrito;26/11/2019;06/12;06/12/1984;sim
10957;SOFIA CAMPOS DIAS;61974131633;10 - Marina Brands;08/09/2023;;;sim
10958;JESSICA NASCIMENTO MARTINS;48973225977 / 47956826725;08 - Riacho Outlet;03/05/2024;06/04;06/04/2007;sim
10959;PEDRO SOUZA PEREIRA;51999640194;11 - Cascata Distrito;21/11/2019;05/02;;nao
10960;GUSTAVO SILVA MARTINS;31935179616;08 - Riacho Outlet;16/11/2022;28/07;;sim
10961;ROBERTA TEIXEIRA DIAS;48928028760 / 81942330754;03 - Monte Azul Brands;24/08/2020;;;sim
10962;RAFAEL SILVA CASTRO;61985603996;13 - Rio Claro Distrito;27/04/2025;16/08;;sim
10963;LETICIA MELO ARAUJO;41912807341;08 - Riacho Outlet;05/11/2023;;;sim
10964;MARCOS RIBEIRO PEREIRA;81950462604;03 - Monte Azul Brands;05/08/2020;;;sim
10965;LARISSA ROCHA NASCIMENTO;21912074176;04 - Porto Leste Aux;28/01/2025;21/01;21/01/1967;sim
10966;LETICIA LIMA CASTRO;71968482402;07 - Serra Alta Porto;07/08/2021;05/12;;sim
10967;PAULO CORREIA ALVES;31967030013;15 - Metrô Outlet;15/09/2019;21/06;;sim
10968;VINICIUS ARAUJO MELO;41952135006;15 - Metrô Outlet;16/07/2018;24/02;;sim
